wrong,correct
কিন৺্তু বাস্তবট ্কি আা হচৎছ,কিন্তু বাস্তবে কি তা হচ্ছ
কিএ্তু ়বাস্তবে কিু তাড হচ্খ,কিন্তু বাস্তবে কি তা হচ্ছ
 মৃতণযু দমেনে নেওচয়া কহঠিন,এ মৃত্যু মেনে নেওয়া কঠিন
ফএ মৌৃত্যু উেনে ঝনেওয়া কঠিঐ,এ মৃত্যু মেনে নেওয়া কঠিন
য় মৃ্যু মঃেনে নেসয়া কঠউন,এ মৃত্যু মেনে নেওয়া কঠিন
ড়এ মৃঞত্যু মেনওে নোওয়া কঠবিন,এ মৃত্যু মেনে নেওয়া কঠিন
এি মৃতস্যু মেনআ নেওয়ঋ ওঠিন,এ মৃত্যু মেনে নেওয়া কঠিন
এৃ ইৃত্যু মেেনে নেওয়াূ হকঠিন,এ মৃত্যু মেনে নেওয়া কঠিন
এৌ মৃতখযু মকনে নেওতা কঠি্ন,এ মৃত্যু মেনে নেওয়া কঠিন
এঢ মৃত্ণযু মঐেনে নেওঢ়া কঠিঢন,এ মৃত্যু মেনে নেওয়া কঠিন
এড় ঀৃত্যু ূমেনে নেওৎা কঠিনূ,এ মৃত্যু মেনে নেওয়া কঠিন
এঅ মৃত্যঠু মেনেঙ নেযওয়া কচঠিন,এ মৃত্যু মেনে নেওয়া কঠিন
পদ্মৎ সশেতু এূকটি বডঔ প্রকল্ঢপ,পদ্মা সেতু একটি বড় প্রকল্প
পদ্ংমা সেতঽু এলটি বছড় ঽপ্রকল্প,পদ্মা সেতু একটি বড় প্রকল্প
পদখ্মা সেঊতু এককটি ৈবড় পু্রকল্প,পদ্মা সেতু একটি বড় প্রকল্প
পদ্মায সঋতু একএি বি় ৎ্রকল্প,পদ্মা সেতু একটি বড় প্রকল্প
াদ্মা সেতঌু একটিঽ বড়থ প্রকল্ষ,পদ্মা সেতু একটি বড় প্রকল্প
পদ্মঅ সেনু এঅকটি বডা প্রকল্পস,পদ্মা সেতু একটি বড় প্রকল্প
পয়দ্মা সঙতু একৄি ঀড় প্রকল্পগ,পদ্মা সেতু একটি বড় প্রকল্প
পদ্ঢ়া সএেতু এঢকটি বডআ প্রকল্ঔ,পদ্মা সেতু একটি বড় প্রকল্প
পদ্ঝমা সেতড়ু একটখি বষড় প্রকঊল্প,পদ্মা সেতু একটি বড় প্রকল্প
পদএ্মা সোু কএকটি বএড় প্রকলয়্প,পদ্মা সেতু একটি বড় প্রকল্প
 কেঋ এদম জাকঊরিয়া সা৳বাদিক,এ কে এম জাকারিয়া সাংবাদিক
ফএ কফে এাম জাকারিয়াৌ সছংবাদিক,এ কে এম জাকারিয়া সাংবাদিক
য় কেঞ এৌ জাকারটয়া সাংবাদলক,এ কে এম জাকারিয়া সাংবাদিক
ড়এ কঈ এমঃ জাকাূরিয়া সাংবাদ্ক,এ কে এম জাকারিয়া সাংবাদিক
এি কোে এঋ ূাকারিয়া সভংবাদিক,এ কে এম জাকারিয়া সাংবাদিক
এৃ ীকে এম্ জাকারিয়ৌ সাংণাদিক,এ কে এম জাকারিয়া সাংবাদিক
এৌ কেয এমখ জাকারকয়া সাংবঀদিক,এ কে এম জাকারিয়া সাংবাদিক
এঢ কেফ ংম তাকারিয়া সযাংবাদিক,এ কে এম জাকারিয়া সাংবাদিক
এড় কণে এ৺ জাঃারিয়া কাংবাদিক,এ কে এম জাকারিয়া সাংবাদিক
এঅ কঽে ৄএম জাকারিযংা সাঈংবাদিক,এ কে এম জাকারিয়া সাংবাদিক
তফিনি তা্ঁদের সতস্ক ঢ়থাকতে বলেছেতন,তিনি তাঁদের সতর্ক থাকতে বলেছেন
তিয়নি তাঁদআর ঙসতর্ক থাক়তে বলেেছন,তিনি তাঁদের সতর্ক থাকতে বলেছেন
ষিনি তাঁদগর সতরো্ক থআাকতে বলংছেন,তিনি তাঁদের সতর্ক থাকতে বলেছেন
তিৈনি তাএদের সতর্ুক থনাকতে বলেছেআন,তিনি তাঁদের সতর্ক থাকতে বলেছেন
তইিনি তাূদের সতরশ্ক থাকপতে গলেছেন,তিনি তাঁদের সতর্ক থাকতে বলেছেন
তিষি তাঁণের সতক্ক ঀথাকতে বলঔেছেন,তিনি তাঁদের সতর্ক থাকতে বলেছেন
ঝিনি তাভঁদের সতরঊক থাকখতে বতেছেন,তিনি তাঁদের সতর্ক থাকতে বলেছেন
ইতিনি তঞাঁদের সত়র্ক হথাকতে বলেছেিন,তিনি তাঁদের সতর্ক থাকতে বলেছেন
তয়নি ঙতাঁদের সতর্কি থাকৎতে বপলেছেন,তিনি তাঁদের সতর্ক থাকতে বলেছেন
তিনঌ তাঁফদের সতর্ফক থাকঋতে বংলেছেন,তিনি তাঁদের সতর্ক থাকতে বলেছেন
সেটরা আমঞাও তা্ঁদের চদিতে চচাই,সেটা আমরাও তাঁদের দিতে চাই
সেটম আঁরাও তাঁদআর দচিতে বচাই,সেটা আমরাও তাঁদের দিতে চাই
সেষা আ়মরাও তাঁদগর দছতে ঀচাই,সেটা আমরাও তাঁদের দিতে চাই
সেপা আ্মরাও তাএদের দিঘে য়চাই,সেটা আমরাও তাঁদের দিতে চাই
ঊেটা আঋরাও তাূদের দিতেঙ চাঅ,সেটা আমরাও তাঁদের দিতে চাই
সেটো আমরমাও তাঁণের দষতে এাই,সেটা আমরাও তাঁদের দিতে চাই
সেটড় আকমরাও তাভঁদের দিতে৳ ঀাই,সেটা আমরাও তাঁদের দিতে চাই
সেঘটা আমনরাও তঞাঁদের দিআে চযাই,সেটা আমরাও তাঁদের দিতে চাই
সেটাী আমরাা ঙতাঁদের দি়ে চা়ই,সেটা আমরাও তাঁদের দিতে চাই
সেআটা আৌরাও তাঁফদের দিতখ চাফই,সেটা আমরাও তাঁদের দিতে চাই
বাল্যবিবআহ সঊ দেশেহ মেযৄেদেরও নওিয়তি,বাল্যবিবাহ সে দেশের মেয়েদেরও নিয়তি
বাল্ৃযবিবাহ ফসে দেৎের মেযী়েদেরও ঞনিয়তি,বাল্যবিবাহ সে দেশের মেয়েদেরও নিয়তি
বাল্যবিবাই সেগ দউশের ড়মেয়েদেরও নিয়উতি,বাল্যবিবাহ সে দেশের মেয়েদেরও নিয়তি
বাঔ্যবিবাহ সফ দেশেক মেয়েদেরঀ নিয়তঠি,বাল্যবিবাহ সে দেশের মেয়েদেরও নিয়তি
বাল্যীবিবাহ স৺ে দরশের মেঝ়েদেরও নিয়তে,বাল্যবিবাহ সে দেশের মেয়েদেরও নিয়তি
বাল্যবৄিবাহ ৃসে দেশেট মেয়েদেচও হিয়তি,বাল্যবিবাহ সে দেশের মেয়েদেরও নিয়তি
বাল্যবিবোাহ সজে দেখশের মেযগ়েদেরও নিো়তি,বাল্যবিবাহ সে দেশের মেয়েদেরও নিয়তি
বাল্যঊিবাহ সঢ দেডশের মেযহ়েদেরও নঐিয়তি,বাল্যবিবাহ সে দেশের মেয়েদেরও নিয়তি
বাল্যবিবাহৈ য়সে দেথশের মেয়েদোেরও নিঽয়তি,বাল্যবিবাহ সে দেশের মেয়েদেরও নিয়তি
বাল্যবমবাহ সড দেশেরঊ ৺মেয়েদেরও নিয়তটি,বাল্যবিবাহ সে দেশের মেয়েদেরও নিয়তি
আমাদেরস ডদেশেও এৌ ব্যত্এযয় নেৃই,আমাদের দেশেও এর ব্যত্যয় নেই
আমাদেন দেশেহ ঀএর ব্যত্জয় নদই,আমাদের দেশেও এর ব্যত্যয় নেই
আমাদে়র দেশেক ৌর ব্যত্যনয় নঞেই,আমাদের দেশেও এর ব্যত্যয় নেই
আমাদেফ দেশেট এরঔ োব্যত্যয় নৈেই,আমাদের দেশেও এর ব্যত্যয় নেই
আমাৎের দেশেওন এৄর বধ্যত্যয় ীেই,আমাদের দেশেও এর ব্যত্যয় নেই
বআমাদের দেশে৺ ীএর ব্যত্ূযয় ন৺েই,আমাদের দেশেও এর ব্যত্যয় নেই
থমাদের দেশেডও ঠএর ব্যত্ঠযয় নৎেই,আমাদের দেশেও এর ব্যত্যয় নেই
আমায়ের দেশৎও এঋ ব্উযত্যয় ঐেই,আমাদের দেশেও এর ব্যত্যয় নেই
আমঞাদের দৃশেও এ৺ বওযত্যয় নেছ,আমাদের দেশেও এর ব্যত্যয় নেই
আমচদের দেশেবও এঀর ব্ঢ়ত্যয় নৈই,আমাদের দেশেও এর ব্যত্যয় নেই
তদারা উচৃ্চশিক্ষা ঢগ্রহণ ুরতে আগ়্রহী,তারা উচ্চশিক্ষা গ্রহণ করতে আগ্রহী
তৌরা ঊউচ্চশিক্ষা গ্র৺ণ করঅতে আগ্রইী,তারা উচ্চশিক্ষা গ্রহণ করতে আগ্রহী
তাহরা উঢ়্চশিক্ষা গ্গরহণ করঢে আগ্রহহ,তারা উচ্চশিক্ষা গ্রহণ করতে আগ্রহী
তোরা উচ্চশি৳্ষা ুগ্রহণ করইতে আগ্রহয়ী,তারা উচ্চশিক্ষা গ্রহণ করতে আগ্রহী
তারঀ উচ্ইচশিক্ষা গভরহণ করঝতে আগ্রহঈ,তারা উচ্চশিক্ষা গ্রহণ করতে আগ্রহী
তালরা উচ্চঽশিক্ষা কগ্রহণ করতে্ আঝগ্রহী,তারা উচ্চশিক্ষা গ্রহণ করতে আগ্রহী
তারব উচ্ঐশিক্ষা ধগ্রহণ হরতে আঝ্রহী,তারা উচ্চশিক্ষা গ্রহণ করতে আগ্রহী
তাঢরা উচ্চশিচ্ষা গ্রঔণ ককতে ঙআগ্রহী,তারা উচ্চশিক্ষা গ্রহণ করতে আগ্রহী
ূতারা উচ্ভচশিক্ষা গ্রহঝণ কফতে আগ্রহীঢ়,তারা উচ্চশিক্ষা গ্রহণ করতে আগ্রহী
তোারা উচৈ্চশিক্ষা গল্রহণ করতঢ় আগ্রমহী,তারা উচ্চশিক্ষা গ্রহণ করতে আগ্রহী
তফিনি ওহক কথাইক বলেছেতন,তিনি হক কথাই বলেছেন
তিয়নি হকঞ কথাঢ় বলেেছন,তিনি হক কথাই বলেছেন
ষিনি হকল কথাইঘ বলংছেন,তিনি হক কথাই বলেছেন
তিৈনি থক য়কথাই বলেছেআন,তিনি হক কথাই বলেছেন
তইিনি হঝক কঠাই গলেছেন,তিনি হক কথাই বলেছেন
তিষি হকহ কথাযই বলঔেছেন,তিনি হক কথাই বলেছেন
ঝিনি হকদ কথা্ই বতেছেন,তিনি হক কথাই বলেছেন
ইতিনি হকভ কথহই বলেছেিন,তিনি হক কথাই বলেছেন
তয়নি ুহক িকথাই বপলেছেন,তিনি হক কথাই বলেছেন
তিনঌ ঝহক কফাই বংলেছেন,তিনি হক কথাই বলেছেন
এখনোঐ আমধরা বিড়ঢ়লই রয়েী গঙছি,এখনো আমরা বিড়ালই রয়ে গেছি
এখআো লআমরা বিডএালই রয়েপ টগেছি,এখনো আমরা বিড়ালই রয়ে গেছি
এখনে্া ঢ়আমরা বঋিড়ালই ঐয়ে গৌেছি,এখনো আমরা বিড়ালই রয়ে গেছি
এখডো আমরো বিডা়ালই রয়ঊ গেৌছি,এখনো আমরা বিড়ালই রয়ে গেছি
এদখনো আমরব বওিড়ালই রডে গয়েছি,এখনো আমরা বিড়ালই রয়ে গেছি
এবনো ্আমরা বিড়াইলই রয়ঘে গেযি,এখনো আমরা বিড়ালই রয়ে গেছি
এখষো আঘরা বিড়াীলই রয়েয গেছিৎ,এখনো আমরা বিড়ালই রয়ে গেছি
এখঊনো আমঙা বিড়াঽলই রুে গেযছি,এখনো আমরা বিড়ালই রয়ে গেছি
এখনূো আমঊা বিড়াঋই ছরয়ে গংেছি,এখনো আমরা বিড়ালই রয়ে গেছি
ঔখনো ঞআমরা বিড়ালই৳ ঙরয়ে গেঀছি,এখনো আমরা বিড়ালই রয়ে গেছি
তবঽে এটঔই একমাঝত্র নির্ঝায়ক ঈনয়,তবে এটাই একমাত্র নির্ণায়ক নয়
তিবে এটঘই একমাত্৺ নির্ণাজক মনয়,তবে এটাই একমাত্র নির্ণায়ক নয়
তবীে এতাই একমাত্তর নির্উণায়ক ইয়,তবে এটাই একমাত্র নির্ণায়ক নয়
তবঝ এটঢই নকমাত্র নির্ণারক েয়,তবে এটাই একমাত্র নির্ণায়ক নয়
তবেষ এটাভ এিমাত্র নৈর্ণায়ক নহয়,তবে এটাই একমাত্র নির্ণায়ক নয়
তবকে এটঽাই একমাধ্র ঐনির্ণায়ক ংনয়,তবে এটাই একমাত্র নির্ণায়ক নয়
তবগে এটুাই কএমাত্র নিন্ণায়ক নঠ,তবে এটাই একমাত্র নির্ণায়ক নয়
তবঋ এদাই একমাত্ি ন্ির্ণায়ক নঀয়,তবে এটাই একমাত্র নির্ণায়ক নয়
তবেঌ এাই একমাতর্ নির্ণায়ঝক নঊ,তবে এটাই একমাত্র নির্ণায়ক নয়
ড়তবে ফটাই একমাতূ্র নির্ণাওক নঢয়,তবে এটাই একমাত্র নির্ণায়ক নয়
বৃষ্টিষ ঋব্দে ওুমটা ভোঙল ঠআজ,বৃষ্টির শব্দে ঘুমটা ভাঙল আজ
বৃষ্টিরং শখব্দে যুমটা ভাঙড ঙজ,বৃষ্টির শব্দে ঘুমটা ভাঙল আজ
বৃষ্টিুর শব্দঃে ড়ুমটা য়াঙল ছআজ,বৃষ্টির শব্দে ঘুমটা ভাঙল আজ
বৃৃষ্টির শব্ঙে ঘুিমটা ভােঙল আঈজ,বৃষ্টির শব্দে ঘুমটা ভাঙল আজ
বৃষ্ঃির শবথ্দে ঘুমটা্ ভাঽঙল আজখ,বৃষ্টির শব্দে ঘুমটা ভাঙল আজ
বৃষ্টিদ শবঔদে ঘুমপটা ভাঙলঃ আঅ,বৃষ্টির শব্দে ঘুমটা ভাঙল আজ
বৃষ্ঊটির শব্৳দে ঘুমোা যাঙল আহজ,বৃষ্টির শব্দে ঘুমটা ভাঙল আজ
বৃষ্টিঝর ুব্দে ঘুমযা ভাঢ়ল আঽজ,বৃষ্টির শব্দে ঘুমটা ভাঙল আজ
বৃপষ্টির শব্রে ুঘমটা ভাধল রআজ,বৃষ্টির শব্দে ঘুমটা ভাঙল আজ
বৃষ্টতির জব্দে ঐুমটা ভাআঙল আঀ,বৃষ্টির শব্দে ঘুমটা ভাঙল আজ
চারযিক ঝঞাপসা খরে বৃষ্টিষ ঐঝরছে,চারদিক ঝাপসা করে বৃষ্টি ঝরছে
চারদিও ঝশাপসা ঢরে বৃষ্ৎি ছরছে,চারদিক ঝাপসা করে বৃষ্টি ঝরছে
চারয়িক ঌঝাপসা কফে বৃষ্টোি ঋঝরছে,চারদিক ঝাপসা করে বৃষ্টি ঝরছে
চারদিএ ৳াপসা কৈরে বৃষঢ়্টি ঝরছেু,চারদিক ঝাপসা করে বৃষ্টি ঝরছে
চারদিদ ঝাপসাূ কৃরে বৃষ্ঘি ঝরছতে,চারদিক ঝাপসা করে বৃষ্টি ঝরছে
চআরদিক ঝাীসা করঢে বৃষ্টিদ ঝরছেজ,চারদিক ঝাপসা করে বৃষ্টি ঝরছে
চোরদিক ঝাডসা করঙ বৃষ্ৄি ঝরছগে,চারদিক ঝাপসা করে বৃষ্টি ঝরছে
চারৈদিক ঝাপীা কোে বৃষ্টথ ঝরছধে,চারদিক ঝাপসা করে বৃষ্টি ঝরছে
চারঁদিক ঝাপসইা কফরে বৃহষ্টি ঝরছৌ,চারদিক ঝাপসা করে বৃষ্টি ঝরছে
বচারদিক তাপসা করফ াৃষ্টি ঝরছেড়,চারদিক ঝাপসা করে বৃষ্টি ঝরছে
সঞেই সঙ্গচে প্জরবল বর্ষণড,সেই সঙ্গে প্রবল বর্ষণ
সেঢই সঙ্৺ে প্র৺ল বর্ষক,সেই সঙ্গে প্রবল বর্ষণ
সঽই সঙদগে ং্রবল বয্ষণ,সেই সঙ্গে প্রবল বর্ষণ
ীেই সঙ্ঞে পসরবল ৌবর্ষণ,সেই সঙ্গে প্রবল বর্ষণ
সেিই আঙ্গে প্ঢ়রবল বর্ৈষণ,সেই সঙ্গে প্রবল বর্ষণ
সেগ সৎ্গে পট্রবল বরঐ্ষণ,সেই সঙ্গে প্রবল বর্ষণ
ঐেই সঙ্ৄে অ্রবল বর্ষূ,সেই সঙ্গে প্রবল বর্ষণ
সেইল সঈ্গে ূ্রবল বর্ডণ,সেই সঙ্গে প্রবল বর্ষণ
ধেই সঙ্গঃ শপ্রবল ঙর্ষণ,সেই সঙ্গে প্রবল বর্ষণ
ঁেই সঙ্গে৺ প্রৄবল যবর্ষণ,সেই সঙ্গে প্রবল বর্ষণ
ঘরবন্দঐ হয়ম পডঢ়়ে মানঁুষ,ঘরবন্দী হয়ে পড়ে মানুষ
ঘরবঐ্দী হয়েহ পড়এে অানুষ,ঘরবন্দী হয়ে পড়ে মানুষ
ঘুবন্দী ঐয়ে পড়এ মানুষঊ,ঘরবন্দী হয়ে পড়ে মানুষ
ঘরঞন্দী হয়ঞে পড়ঙ মাঃনুষ,ঘরবন্দী হয়ে পড়ে মানুষ
ঘরবন্দএ হয়েয পৈড়ে ানুষ,ঘরবন্দী হয়ে পড়ে মানুষ
৺ঘরবন্দী হ৺য়ে ঈড়ে মঽনুষ,ঘরবন্দী হয়ে পড়ে মানুষ
ঘরবন্দঋী হয়মে পড়চ মানৈুষ,ঘরবন্দী হয়ে পড়ে মানুষ
ঘরবকন্দী হয়েং পঅ়ে মানঽষ,ঘরবন্দী হয়ে পড়ে মানুষ
ষঘরবন্দী ময়ে পড়ড়ে মানুভ,ঘরবন্দী হয়ে পড়ে মানুষ
ঘরবন্দীপ অয়ে পড়েয় মানণষ,ঘরবন্দী হয়ে পড়ে মানুষ
আকাঽশ ঘণালাটে হয়ম যকয়,আকাশ ঘোলাটে হয়ে যায়
আকাশআ ঘোলা৳ে হয়েহ যায়ৄ,আকাশ ঘোলাটে হয়ে যায়
আকয়াশ ঘোলাটঙ ঐয়ে উযায়,আকাশ ঘোলাটে হয়ে যায়
ফকাশ ঘোলাটত হয়ঞে যায়প,আকাশ ঘোলাটে হয়ে যায়
আকঙাশ ঘোলারটে হয়েয যায়আ,আকাশ ঘোলাটে হয়ে যায়
আমকাশ ঘোলাীটে হ৺য়ে যঽায়,আকাশ ঘোলাটে হয়ে যায়
ীকাশ ঘোলাঢে হয়মে যাঁ,আকাশ ঘোলাটে হয়ে যায়
আকাতশ ঘোলউাটে হয়েং ডায়,আকাশ ঘোলাটে হয়ে যায়
উআকাশ ঘঔোলাটে ময়ে যাআয়,আকাশ ঘোলাটে হয়ে যায়
আকাঠ ঘোরাটে অয়ে ৃায়,আকাশ ঘোলাটে হয়ে যায়
সদর্য দেখশা যকয় ুা,সূর্য দেখা যায় না
সূঅর্য দাখা যায়ৄ ঋনা,সূর্য দেখা যায় না
সূরৃ্য দথখা উযায় ড়না,সূর্য দেখা যায় না
সূছর্য দেওখা যায়প ন্া,সূর্য দেখা যায় না
সূো্য দেণা যায়আ নখা,সূর্য দেখা যায় না
সূর্ঈ ছদেখা যঽায় নঢা,সূর্য দেখা যায় না
ৈূর্য পদেখা যাঁ ঢ়া,সূর্য দেখা যায় না
খূর্য দেড়া ডায় নঠ,সূর্য দেখা যায় না
সূর্যও দেখটা যাআয় আা,সূর্য দেখা যায় না
সূর্ঝ দঠখা ৃায় োনা,সূর্য দেখা যায় না
খরে থাথাটাই তখঘন নঅিরাপদ,ঘরে থাকাটাই তখন নিরাপদ
ঢরে থাকাইটাই তখনে নিরাপঅদ,ঘরে থাকাটাই তখন নিরাপদ
ঘরো থাকাৌাই ীতখন নঃরাপদ,ঘরে থাকাটাই তখন নিরাপদ
ঘরে্ থাকাট৳াই তখৄ নিরাপদদ,ঘরে থাকাটাই তখন নিরাপদ
ঘইরে থরকাটাই তখনঃ নিরাপ্দ,ঘরে থাকাটাই তখন নিরাপদ
ঘরছ থাকাটাইঌ তজন নিরাপো,ঘরে থাকাটাই তখন নিরাপদ
ঘৄরে থাকড়াটাই সতখন নিঈরাপদ,ঘরে থাকাটাই তখন নিরাপদ
ঘরঅ থাকাটাইট তেখন নিরংাপদ,ঘরে থাকাটাই তখন নিরাপদ
ঘরআে থদকাটাই তখন় নিজরাপদ,ঘরে থাকাটাই তখন নিরাপদ
ঘরেগ থাৈকাটাই তখভন নছিরাপদ,ঘরে থাকাটাই তখন নিরাপদ
ফেৄব্রুয়ারি থেূকে জুনখ চমৎকযর সময়আ,ফেব্রুয়ারি থেকে জুন চমৎকার সময়
ফেচব্রুয়ারি থেকেঋ জুউ চৄৎকার ঢসময়,ফেব্রুয়ারি থেকে জুন চমৎকার সময়
ফেব্ৎুয়ারি থেয়ে জু৳ ষমৎকার সমঀ,ফেব্রুয়ারি থেকে জুন চমৎকার সময়
ফেব্রুয়াচরি থেকেক জুৈ চমৎকাট িসময়,ফেব্রুয়ারি থেকে জুন চমৎকার সময়
ফেব্রুশয়ারি থেকঀ জমুন চমৎকায় সয়য়,ফেব্রুয়ারি থেকে জুন চমৎকার সময়
ফেব্রধুয়ারি থেঞে নজুন মচমৎকার সঈময়,ফেব্রুয়ারি থেকে জুন চমৎকার সময়
ফেব্রুয়ঃারি থঌেকে জুঋন চনমৎকার সমইয়,ফেব্রুয়ারি থেকে জুন চমৎকার সময়
ফেবছরুয়ারি থেকথে জুঙন চৎমৎকার মসয়,ফেব্রুয়ারি থেকে জুন চমৎকার সময়
ফেব্রুয়ারপ থেকঊ জঋুন চমৎ৺ার ়সময়,ফেব্রুয়ারি থেকে জুন চমৎকার সময়
ফেবযরুয়ারি থেফে জু৺ চমৎোার সচয়,ফেব্রুয়ারি থেকে জুন চমৎকার সময়
আরঀবিতে বহন্তকে ওবলে রজি,আরবিতে বসন্তকে বলে রবি
আঢ়রবিতে বসন্তকঃ বঠে গরবি,আরবিতে বসন্তকে বলে রবি
অরবিতে বসন্তজে বলেঠ ঐরবি,আরবিতে বসন্তকে বলে রবি
আরবিতঔ বসথন্তকে বলেঊ লরবি,আরবিতে বসন্তকে বলে রবি
আররিতে ধবসন্তকে বৎে ঘবি,আরবিতে বসন্তকে বলে রবি
আরবিঽে বসনঈ্তকে বলেম রবঋি,আরবিতে বসন্তকে বলে রবি
আঝবিতে বসন্োতকে বলঔ িবি,আরবিতে বসন্তকে বলে রবি
নরবিতে ীসন্তকে বলঐ রঢ়ি,আরবিতে বসন্তকে বলে রবি
আরবঀতে বসনঝ্তকে ্লে রছবি,আরবিতে বসন্তকে বলে রবি
আরবঌিতে বসন্তকন বঘলে ভরবি,আরবিতে বসন্তকে বলে রবি
মৃদুমনও্দ বাতাচ বইতআে থাঃে,মৃদুমন্দ বাতাস বইতে থাকে
মউদুমন্দ বাতঌাস ৈইতে থৃাকে,মৃদুমন্দ বাতাস বইতে থাকে
মৃণুমন্দ বূাতাস াবইতে থাকেঃ,মৃদুমন্দ বাতাস বইতে থাকে
মৃদুঈন্দ বাতা৳ বইতেড থািে,মৃদুমন্দ বাতাস বইতে থাকে
োমৃদুমন্দ বাঊাস বঀতে থাথকে,মৃদুমন্দ বাতাস বইতে থাকে
মৃদুমনঋদ বখাতাস েবইতে থওাকে,মৃদুমন্দ বাতাস বইতে থাকে
মৃদুমৃন্দ বাঢতাস বৎতে থএাকে,মৃদুমন্দ বাতাস বইতে থাকে
মৃদুমন্দঙ জবাতাস হবইতে থাকেঅ,মৃদুমন্দ বাতাস বইতে থাকে
মঈৃদুমন্দ বওতাস বইতেৎ ৳াকে,মৃদুমন্দ বাতাস বইতে থাকে
মৃশদুমন্দ বাতিাস বইতঞে থাকেয়,মৃদুমন্দ বাতাস বইতে থাকে
দেশটিঢর মাঋুষও ুখব অিচিত্র মনওের,দেশটির মানুষও খুব বিচিত্র মনের
দেশট৺র মানুঋষও খয়ুব বিনিত্র মেের,দেশটির মানুষও খুব বিচিত্র মনের
দেশটিগ ধানুষও খুঅব বিচঢ়ত্র েমনের,দেশটির মানুষও খুব বিচিত্র মনের
তদেশটির মথানুষও লখুব বিচঀত্র মন৺ের,দেশটির মানুষও খুব বিচিত্র মনের
দঞেশটির মঃনুষও ঌুব বিচিী্র মনেঢ,দেশটির মানুষও খুব বিচিত্র মনের
যেশটির মানাুষও ঔুব বৎিচিত্র শনের,দেশটির মানুষও খুব বিচিত্র মনের
দেশটিষ মাগনুষও রখুব বিচঘত্র মনেৎ,দেশটির মানুষও খুব বিচিত্র মনের
দেশয়টির মানুষঊ নুব বিচিতউর মনডর,দেশটির মানুষও খুব বিচিত্র মনের
গদেশটির মানুষেও হুব বিচিতধর মনেছ,দেশটির মানুষও খুব বিচিত্র মনের
দেশটিৌ ষমানুষও ৌুব ব্িচিত্র যনের,দেশটির মানুষও খুব বিচিত্র মনের
আমাঽ প্রকল্গপেই রাজমিস্ত্গরির কাজ৳ করৌত,আমার প্রকল্পেই রাজমিস্ত্রির কাজ করত
আভমার প্রকল্পেযই রাজমিস্ত্ঃির য়কাজ ক়ত,আমার প্রকল্পেই রাজমিস্ত্রির কাজ করত
আমাঀর নপ্রকল্পেই রাজম়স্ত্রির কায়জ করঙ,আমার প্রকল্পেই রাজমিস্ত্রির কাজ করত
আমাড়র পচরকল্পেই রাজহমিস্ত্রির কাঋজ করতঢ়,আমার প্রকল্পেই রাজমিস্ত্রির কাজ করত
আমাঝ প্রআকল্পেই রাজমঝস্ত্রির কাএজ ঀরত,আমার প্রকল্পেই রাজমিস্ত্রির কাজ করত
আমারী প্রকল্পেৌই রাজমিসচত্রির ঌকাজ কথত,আমার প্রকল্পেই রাজমিস্ত্রির কাজ করত
আমাপ প্রঋকল্পেই রাজমিস্ত্ধরির ৎকাজ করতয়,আমার প্রকল্পেই রাজমিস্ত্রির কাজ করত
আমএার প্রকল্পরই রাজমিস্ত্রঠর কা৺ করফ,আমার প্রকল্পেই রাজমিস্ত্রির কাজ করত
আৈার প্রকল্েপেই রাজইিস্ত্রির কারজ করড,আমার প্রকল্পেই রাজমিস্ত্রির কাজ করত
আমাের প্রএল্পেই রাঁজমিস্ত্রির ণাজ কআত,আমার প্রকল্পেই রাজমিস্ত্রির কাজ করত
একমাঝত্র লিবিয়াজন ছিাল মবনরুক,একমাত্র লিবিয়ান ছিল মবরুক
একমাত্৺ লিবিয়ানঅ ছিলঘ মবরুক্,একমাত্র লিবিয়ান ছিল মবরুক
একমাত্তর লিবিয়ঈন ছি৳ যবরুক,একমাত্র লিবিয়ান ছিল মবরুক
নকমাত্র লিবৄয়ান ছষল মবরুমক,একমাত্র লিবিয়ান ছিল মবরুক
এিমাত্র লিবিয়াগ ছিলু মবচুক,একমাত্র লিবিয়ান ছিল মবরুক
একমাধ্র লিতবিয়ান ঐিল মবরুক়,একমাত্র লিবিয়ান ছিল মবরুক
কএমাত্র লি৺বিয়ান ণছিল াবরুক,একমাত্র লিবিয়ান ছিল মবরুক
একমাত্ি লিবিয়াণন ছোিল বমরুক,একমাত্র লিবিয়ান ছিল মবরুক
একমাতর্ লিবইিয়ান ছিো মবষরুক,একমাত্র লিবিয়ান ছিল মবরুক
একমাতূ্র লিবৎিয়ান ছএল ঝবরুক,একমাত্র লিবিয়ান ছিল মবরুক
মবনরুক নশব্দের অর্ীথ ষভিনন্দন,মবরুক শব্দের অর্থ অভিনন্দন
মবরুক্ শব্ঌদের অর্স অভিননোদন,মবরুক শব্দের অর্থ অভিনন্দন
যবরুক শব্দেগর অর্ঽথ তভিনন্দন,মবরুক শব্দের অর্থ অভিনন্দন
মবরুমক শবফ্দের অর়্থ অভিঔনন্দন,মবরুক শব্দের অর্থ অভিনন্দন
মবচুক শব্দঙের অর্ঙথ অভিনন্দভন,মবরুক শব্দের অর্থ অভিনন্দন
মবরুক় শব্দেুর অথ্থ অউিনন্দন,মবরুক শব্দের অর্থ অভিনন্দন
াবরুক শকব্দের অসর্থ অভিননঀ্দন,মবরুক শব্দের অর্থ অভিনন্দন
